did,text,target,title,date
6407,"In the interests of completeness, I thought readers of these 
newsgroups would want to see FBI Director William Sessions'
statement, as released by the FBI press office.

 FBI Director's Statement On Waco Standoff
 To: National Desk
 Contact: Federal Bureau of Investigation, Press Office,
          202-324-3691

   WASHINGTON, April 19 -- The following is a statement by 
FBI Director William S. Sessions regarding the Branch Davidian 
incident in Waco, Texas:",16,talk.politics.guns,32:20.2
6408,"

Yeah.  We don't want to spend too much money preserving lives, after
all.  Escpecially when they're all just a bunch of crazy fanatic
cultists anyway, instead of normal people.

[The above is supposed to be dripping with sarcasm, but I'm too burned
out right now (get it? ""burned out"" ha ha!) to tell if it's working.
Look, folks, what David Koresh and his followers were was _broken_.  It
takes a certain amount of flexibility and insanity to survive in this
world and they didn't have enough of it and that wasn't their fault.  So
please stop dancing on their graves, okay?]",16,talk.politics.guns,32:20.2
6456,"

Is this a joke?  The legal way to serve a search warrant is to knock on
the door.  Tossing in a grenade to serve a search warrant violates the
US Constitution and is hence, illegal.  The BD complied with legal
search warrants in the past.  I do not understand why the BATF used an
illegal means to serve their search warrant last February.",16,talk.politics.guns,32:20.2
6459,"
Every city and suburban police officer I've seen around the Twin Cities in the
last two years has carried a semi-auto of some type (different brands though
I haven't seen any Glock's). 

With regard to this discussion:  We are getting dangerously far from the usual
rantings of t.p.g, and close to the realm of r.g, but I'd like to put my two
cents worth in.  While there's nothing wrong with a revolver (especially a 
large frame S&W in .357 magnum - my favorite) there are valid advantages to
semi-autos.  I suggest reading Massad Ayoob's (I know, some people can't stand
him and think he's full of bull, but I think that in general his material is
very valid and useful) book _The Semi Auto Pistol in Police Work_ (or something 
like that).  He defines a number of ways that semi-auto's are different, and that
""different is good"".  The main advantage is not in increased firepower, but in 
more accurate followup shots when you go to single action mode.  There is also a
certain ""propriatory nature"" of each gun that takes some familiarity to 
learn.  This may have diminished with time as more criminals become familiar
with different models of semi-autos, but it was cited as stopping or at least
slowing down criminals who had grabbed a police officers gun.


Yes, but this is best done with a two hand hold.  With a single hand you either
pull the gun far off target to cock, or must fire double action.  The DA semi
auto has the same advantages plus is always SA after the first shot.



I'm not sure if this is meant to be different from your first point.  In a DA
semi-auto you can pull the trigger again to try dropping the hammer on the same
round - an advantage you don't have in a revolver where the next trigger pull will
always go to the next round (discussing this point now).  This is fine with a dud
but what about a hangfire situation?  Granted it's very rare, but your round will
now go off confined in the cylinder with no place to go.  Slingshotting the slide
on a misfire takes very little time.



Actually with modern revolver designs incorporating hammer blocks this is not
necessary or usually recommended.  A revolver would have to fall hard enough and
at the right angle to actually break the hammer and driver the firing pin into the
round to set it off.


The best speedloader users, especially those using the spring loaded speed
loaders are very fast.  A problem is that ejecting the spent cases is a two
handed job where dropping the expended magazine is one handed.  This means that
while you can be inserting a fresh magazine as soon as the old one clears the
gun, with a speed loader you have to go through more motions that will always 
take more time.  You also don't have the advantage of tactical reloads (replacing
a partial magazine to bring you back to full capacity - the partial magazine can
still be used if needed later).  


Yes, the time to recognize the problem is just as important as the time to clear
it.  Really though, in either a revolver or semi-auto the odds of an actual misfire
with factory ammo are awfully small.  You are more likely to get a jam in a semi-auto
but even these are exceptionally rare with modern quality guns (Sigs, Glocks, et.al.).




All common semi-auto's can be carried with a round in their chamber without any
safety problems.  While I put that out as a statement that I believe, I should
say that this applies to all of the ones I've looked at.  For the DA semi's it's
no different from the revolver situation:  The guns all have hammer or firing
pin blocks.  They also have a safety.  Because there's no real advantage
carrying one of these cocked and locked you have the same safety and speed
of employment as a revolver, plus the advantage of SA followup shots.  I'm
not familiar with SA semi-autos except for the 1911-A1.  I admit that I was
initially skeptical about carrying this cocked and locked, but after examining
the design, trying to defeat the safeties (gun unloaded of course), and 
shooting it a lot, I see no inherent safety problems with it, especially in
a thumbreak holster with the strap under the hammer.  This design also gets
you more speed for an accurate first shot than a revolver.


Yeah, the infamous Glock.  I still can't figure out how it's worse than a revolver
for safety.  If you don't pull the trigger it doesn't go off.  I imagine that if all
your revolver shooting was done double action then you could pull the Glock trigger
far enough to fire before you realized it.  In addition, if you had developed that
nasty habit of keeping your finger on the trigger when holstering your gun and
relying on your thumb on the hammer to remind you to take it off before you blew
off your foot then you'd have problems when the hammer wasn't there.


I think this is even okay for a riot (as long as it's a small one B^)).


I have the poor man's Beretta (Taurus 99) and consider it inferior as a carry
weapon to the Springfield .45 (oops, 9mm vs. 45 arguments are relegated to
r.g).  You are right, though.  If you don't hit what you aim at then the
shooter/gun combination has failed.  I don't ascribe failures in the the
fire real fast with a wonder-nine scenario you mention to the gun.  This is
a shooter failure, whether through lack of discipline or lack of training.



9mm's are becoming more popular with crooks too, though the .38 does still
lead the list.  And like I said, around here semi-auto's seem the rule for the
street cop.  Don't know about the State Patrol however, they may still carry
the ""Highway Patrolman"".


Vincent, please don't take any of this as a flame.  Just my $0.02 (whoops, looks more
like $2.00) worth.  And much of it is IMHO, but do check Ayoob's book.",16,talk.politics.guns,32:20.2
6463,"




Yes, I am pro-gun, and yes, I do disagree with this statement.
Nuclear weapons in and of themselves are dangerous.  Radioactive
decay of plutonium and uranium, as well as the tritium in the
weapon, tends to be somewhat dangerous to living things.
(Can you say ""neutron flux""?)  Plus these things have no self-
defense purposes.  It's kinda hard to justify their use as
a militia weapon when at best they are meant for battlefield use
(low-yield weapons) or at worst for industrial target obliteration
(translation:  cities and population centers).  Not to mention that
for it to be used as a militia weapon and expect the user to live
requires some sort of launch vehicle . . .",16,talk.politics.guns,32:20.2
6472,"
I've been a member of the NRA for several years and recently ""joined""
HCI.  I wanted to see what they were up to and paid the minimum ($15)
to get a membership. I also sent the NRA another $120.
",16,talk.politics.guns,32:20.2
6474,"Has anyone noticed or commented on the fact that so many of those who
were willing, nay demanding, that we wait forever for Mr Hussein and
Iraq, that we use tremendously costly ""sanctions"", to avoid a loss
of life, are now at the fore front of those clammoring that we should
have smashed those ""religious radicals"" and we were wasting money allowing
this stand off to go on  ?  How the worm turns when the sect changes.
",16,talk.politics.guns,32:20.2
6522,"If anyone is keeping a list of the potential contributors, 
you can put me down for $1000.00 under the conditions above",16,talk.politics.guns,32:20.2
6537,"
What about guns with non-lethal bullets, like rubber or plastic bullets. Would
those work very well in stopping an attack?",16,talk.politics.guns,32:20.2
6538,"
I'd like to point out that I was in error - ""Terminator"" began posting only 
six months before he purchased his first firearm, according to private email
from him.

I can't produce an archived posting of his earlier than January 1992,
and he purchased his first firearm in March 1992.

I guess it only seemed like years.

Back to your regularly scheduled flame fest.
",16,talk.politics.guns,32:20.2
6543,"

So, like, what do you do during those six months to be ""active?""
My town has a similar requirement, and it's rather stupid.  Before
you can buy a handgun, you have to be an active member of a gun club.
Well, how active can you be without a gun, chief?

Most gun owners feel a check of criminal records for crimes and mental
disorders would be a very good thing -- IF it couldn't be abused by the
government.  But every time this is proposed, there is always some
trapdoor by which the government can deny your purchase EVEN IF you
are perfectly qualified to own a gun.  And we oppose this.


Since the fatal accident rate for licensed automobile drivers in the US 
is around 50 times the fatal accident rate of largely unlicensed gun
owners, I'd think twice before using this analogy.

Besides, the problem is criminal use of guns, not accidents.  (There
are about 500,000 criminal uses of guns in the US every year -- but
only 1,400 accidents.)  I don't think it's necessary to spend a lot
of energy making sure a criminal CAN shoot a gun before he gets one.

Just like the check, most gun owners feel positively about requiring
safety courses -- IF they couldn't be abused by the government.  But 
they already have!  One state doesn't hold the courses, another doesn't 
fund them, a third holds them only once a year with limited attendence 
to those with political connections.  Is this fair?


And how many of them acquire these guns from legal retail outlets?
How many are borrowed, stolen, smuggled, bought on the black market?


Some states allow ONLY open carry.  Some allow ONLY concealed carry.
Some allow both.  Some allow both, but require licenses for concealed 
carry.  All you can say is if one of these modes has a clear advantage
over another in terms of reducing crime or any other public good,
then state legislators SOMEPLACE are doing exactly the wrong thing.
Which means that they really don't have any objective reasons for 
these laws other than their preferences -- a bad way to govern.


(""Hot-livered.""  I LOVE that expression.  Here, we say ""hot-headed."")


Typically, the only criminals who can affect the rights of ALL the other
people are criminals in government offices.  The rest of our criminals
affect the rights of only one or a few people at a time, and they do this
during the commission of a crime.  POSSESSION of a gun by someone hurts
NO ONE else.  It is when they do something violent with that gun that
the crime occurs.  Of course, it is a crime for a felon or ex-felon to
possess a gun, but we don't feel it is right to treat common citizens
who have lived good lives as if they were just ""pre-felons"" waiting to
commit crimes.


I don't understand this sentence.


Life isn't fair.  I shouldn't need a fire extinguisher either, or
flood and theft insurance, or to lock the doors of my house and car.
But pining for a better world won't do anything to address what I have
to do to live in this one.


None of ours, I'm sure.


Frankly, I'm not sure I know what good a driver's license does anyone,
either.  The people who drive safely never use it, and the people who 
drive drunk, drive without it!

However, a car is a good tool, but not one that protects my right to life.
I rank the right to life somewhere north of the right to travel freely.


The question is not whether or not you want to own guns personally.  It's
whether or not you think that ALL people should be forced to do as you do.
I don't have any problem with someone who says they would never own a gun.
I do have a problem with someone who says I should be prevented from owning
one, too.
-- ",16,talk.politics.guns,32:20.2
6603,"

	SeAL Team six should have handled it?  Delta Force?  The
BATF had more than enough equipment and men.  They did not have
good intel, but they did have poor planning.  They fucked up.  Even
in just the most basic military sense, they fucked up.  Excuses do
not justify body counts.


	And your excuses fall upon deaf ears when the same BATF
has shown shitty leadership despite more people, better weapons,
and exclusive use of armor against their targets.  BATF is nothing
more than a private army of the government.  Do the agents swear an
oath, as I did, to uphold the Constitution?  You know, that document
that stipulates the highest law of the land?  If they do, they should
be up for charges in a court of law.  Remember, the law?  That's
the whole reason for any of this.


	Yeah, I've been related to many of them.  This is flame-bait,
right?  I'm not paying your price.  Mind if I sight in my guns on
your body?  Think of it as the price you have to pay that we may all
live without fear of my making a stray shot.  It's fine and dandy to
revel in the other guy being the target and your supposed safety.  In
the military, we called this ""chicken shit.""  Leadership from the rear.
The War on Drugs, despite being a catchy term for nothing more than
a continuation of policy since before this century, seems to have
gotten you convinced that my rights aren't worth your good vibes.
Mind if I cut your net access, as well as access to any and all forms
of expression?  See, you make me nervous, what with you being able
to influence so many.  I'm sure you can see how this is the price we
have to pay for freedom and liberty in this country, as well as
a fair and unbiased judiciary.


	Mind if we include you in the body count?  I'm sure we could
all file it under ""civic improvement"" and your life wouldn't have
been sacrificed in vain.  If you like, you can will your estate to
defecit reduction, too.  Now, when you learn how the law protects, or
doesn't protect, everybody equally and how our collective boot may
one day be on your collective throat, perhaps at that time you will
mature enough to realize just what you're talking about and how
serious this is.

	Next time, include a smiley.  While I hesitate to think that
you could have meant this seriously, it deserved a small flame anyway.",16,talk.politics.guns,32:20.2
6621,"
Kratz comments above show otherwise.


Bingo - now the question is, does the Glock's qualify?  Let's see
the evidence that Kratz uses.


But first an aside.  Having an air gun proves nothing.  Moreover,
my comments are based on what Kratz writes.  He's free to argue that
he babbles in text but actually knows something off-line.


Harder than what?  I note that almost all revolvers work the same way,
so it can't be ""harder than revolvers"".


Sure they can.  (Moreover, we know now that Kratz' sample is
unrepresentative.)  We can look at the reasoning.  It is basically
""these Glocks are dangerous because they're not like my 1911/S&W third
generation.""  Part of that is true, but since those same people don't
claim that revolvers, which share the relevant property, are
dangerous, we see that the argument fails.


Why would I care?  I'm not looking for more bogus reasoning.


One can make hundreds of simple statements without having anyone
""getting right on your ass"".  One merely has to make accurate simple
statements.  Then you get ""attaboy""s by mail and publically.

Accuracy is a severe burden, but most of us manage it.

-andy",16,talk.politics.guns,32:20.2
6671,"  >What all you turkey pro-pistol and automatic weapons fanatics don't seem to
  >realize is that the rest of us *laugh* at you. You don't make me angry, you
  >just make me chuckle - I remeber being in Bellingham, Washington and seeing a
  >...

You consider laughing at others civilized behavior?  What was I supposed to
learn from your article?  Treat people like dogs?",16,talk.politics.guns,32:20.2
6708,"
I agree.  Sad, but true.


Please name one.


.... Upon which our Bill of Rights is based.  Some delusion.


If this were not true in practice, then certain unethical politicians would
not be passing gun control laws.  Politicians are generally whores to public
opinion.  This does NOT mean the the public is either well informed or correct.
As for the stats,  anyone can support anything with the right stats.  The 
""right"" stats, from what I've seen, are sometimes even used to support
conflicting sides of the same issue.



Used to own firearms? While armed insurrection, as the FF's of the Const. 
may have envisioned seems to me a somewhat fanatical approach to avoiding this,
Political protest is still an option at this point.  I agree that it's 
argueably not enough and/or too late.  If all else fails, there's always
PVC pipe and cosmoline.

--

Chris Miller
chris@MorningStar.Com",16,talk.politics.guns,32:20.2
6730,"day  

Brent shows his ignorance once again.  Power had been cut for weeks.  And he's  
never lived in a rural area if he thinks electric stoves have favor there.   
They stop working when the power fails, and power restoration come MUCH slower  
in the country, than the city.  LP gas stoves and ovens are very much prefered.  

Jim

--
jmd@handheld.com",16,talk.politics.guns,32:20.2
6752,"

I think the is BZ gas, not CS or CN. BZ gas exposure results in projectile
vomiting, loss of essentially all muscle control, inability to concentrate
or think rationally and fatal reactions in a significant fraction of
the population. For that reason its use is limited to military
applications.",16,talk.politics.guns,32:20.2
6757,"
And, had not these citizens accepted the moral responsibility to
protect their own lives, there could well have been at least
13 innocent victims lying dead and several criminals still out 
walking the streets perpetrating their crimes on others.


",16,talk.politics.guns,32:20.2
6774,"
The Cold War has not ended.  The only thing that has happened is that 
the two sides have exchanged roles.

The USA has a higher imprisonment rate (400 per 100,000 population)
than any country in Europe by a factor of 10 or so.  In California,
it is over 600 per 100,000 population.  The prison population in
California is now over 100,000, a quadrupling since 1980.  Most of
these inmates were convicted under the drug prohibition laws.  Police
now confiscate property, without trial, under a ""good faith probable
cause"" standard, in the name of depriving the horrible ghastly drug
dealers of their ill-gotten gains.  Conduct an opinion poll, and a
majority will answer ""yes"" if you ask them whether civil liberties and
due process should be diluted in order to Send Our Young People The
Message That We Are Serious About Winning The War On Drugs.  I don't
know whether anyone has measured such a figure among gun owners, but
I would expect the same result.  They certainly seem to vote that way.

According to Jack Herer's book _The Emperor Wears No Clothes_, over
TWELVE MILLION YEARS of prison time have been served under the
marijuana prohibition laws, by people who were minding their own
business and causing no harm to others (and less harm to themselves
than users of tobacco, with 400,000 confirmed kills/year).  Under
the ""War on Drugs"" campaign of ""zero tolerance"" due process protections
have eroded, and mandatory sentences of ten years without parole have
proliferated.  By and large, gun owners have voted for the politicians
who favor such measures.  And now, all the precedents--not only
legal, but political:  ""My fellow Americans, we must send our young
people the message that we are serious about winning the War On
Murder""--are going to be applied to the oncoming wave of gun
prohibition laws.  Gun owners are about to get a taste of the medicine
they voted for believing it would be used only on those with different
tastes in recreational drugs.

What goes around comes around.
",16,talk.politics.guns,32:20.2
6781,"Chemical weapons are not concidered a *very* effectiv weapon against
millitary forces. On civillians on the other hand....

That's one GOOD reason for banning it.

You need VAST amounts of chemicals to be affective, so the best reason
to have/use it is price. (that's why it's called The Poor Mans A-bomb)

Any thoughts on Bio-weapons ??	

If this discusion is about civillians having chem-weapons;
What should they use them on?? Rob a bank ??



	This is not a .signature.
	It's merely a computergenerated text to waste bandwith
	and to bring down the evil Internet.
",16,talk.politics.guns,32:20.2
6791,"
And who is responsible for it not happening?
Certainly not the children.  Koresh was calling the shots.  He was 
talking with his lawyer and the FBI.  Since others were released safely, 
there is no sane reason for keeping the children inside the compound.


Not at all.  Are you a Koresh worshiper?


Thanks for my laugh of the day!  Definitely a very silly supposition.


I would if I could.  The news show that showed the lengthy excerpts also 
had interviews with the filmmaker who made the documentary who basically 
confirmed what was shown in the excerpts from the time he spent at the 
compound in 1992.


I believe that this was reported by local radio reporters on site.
A fire started in a three story tower at the same time as the two 
story window shown on the tv coverage.


I thought about mentioning how Reagan and the military treated the press 
in Grenada and how that set the precedent, but decided it wasn't worthy 
of discussion.  If the news reporter got shot, you can bet his family 
would sue the government for letting him into the danger area.

The root cause of suspicion in my mind is why 100 people wouldn't flee 
a building that had numerous exits during the 30 minutes time it took 
to burn down.  Or why didn't they flee hours earlier when the tear gas was 
first introduced?  I can find no rational explanation for their behavior.
",16,talk.politics.guns,32:20.2
6792,"
For me, it would be an obvious choice: Armed self-defence is clearly
and strongly protected by the Colorado Constitution and the laws
of the state. In the very clear-cut situation of your hypothetical,
I wouldn't have anything to fear from the police (unless I had been
publicly carrying the weapon concealed, something I'm not in
the habit of doing... Even then, the worst I'd have to deal with 
was a class 2 misdemeanor.) Even if the situation were not so
clear, and I might have to worry about arrest for manslaughter or
homicide, it would still be safer to wait for the police. If
I were to leave and try to avoid police involvement, I'd be committing
several felonies and ruining my chances of claiming self-defence
in court (""If it really was self-defence,"" the prosecuter would
ask, ""why did you run away and hide from the police?"")

In other states, however, this decision might not be so clear-cut:
If someone in, say, Washington D.C. were to use a gun in self-defence
he would _automatically_ be guilty of several felony violations of
that city's gun control laws. Such a person's choices would be
between certain conviction for a couple of felonies versus possible
conviction for half a dozen. ",16,talk.politics.guns,32:20.2
6887,"




    He meant the US spends more per capita on guns than Canada which isn't
really surprising because we were so busy protecting the western world from
the USSR that all other countries could slack off on their defense spending.",16,talk.politics.guns,32:20.2
6888,"What happened in Waco is not the fault of the BATF. If they would of
had the proper equipment and personal then they could of captured the
compound on the initial assault and none of this would of happened.

The BATF needs more people, better weapons and more armored
transports. When they meet hostile fire they should be able to use
more force instead of retreating to a stand off. If you are going to
do a job then do it right. The BATF is there to protect us and they
must have the proper equipment and people to do the job.

With the WoD and the increased crime in the streets the BATF is needed
more now then ever. If they blast away a few good fokes then that is
the price we all have to pay for law and order in this country. Look
at all the good people that died in wars to protect this great country
of ours.",16,talk.politics.guns,32:20.2
6894,"Here is a press release from the White House.

 President Clinton's Remarks On Waco With Q/A
 To: National Desk
 Contact: White House Office of the Press Secretary, 202-456-2100

   WASHINGTON, April 20 -- Following are remarks by President 
Clinton in a question and answer session with the press:

1:36 P.M. EDT

     THE PRESIDENT:  On February the 28th, four federal
agents were killed in the line of duty trying to enforce the law
against the Branch Davidian compound, which had illegally stockpiled
weaponry and ammunition, and placed innocent children at risk.
Because the BATF operation had failed to meet its objective, a 51-day
standoff ensued.

     The Federal Bureau of Investigation then made every
reasonable effort to bring this perilous situation to an end without
bloodshed and further loss of life.  The Bureau's efforts were
ultimately unavailing because the individual with whom they were
dealing, David Koresh, was dangerous, irrational, and probably
insane.

     He engaged in numerous activities which violated both
federal law and common standards of decency.  He was, moreover,
responsible for the deaths and injuries which occurred during the
action against the compound in February.  Given his inclination
towards violence and in an effort to protect his young hostages, no
provocative actions were taken for more than seven weeks by federal
agents against the compound.

     This weekend I was briefed by Attorney General Reno on
an operation prepared by the FBI, designed to increase pressure on
Koresh and persuade those in the compound to surrender peacefully.
The plan included a decision to withhold the use of ammunition, even
in the face of fire, and instead to use tear gas that would not cause
permanent harm to health, but would, it was hoped, force the people
in the compound to come outside and to surrender.

     I was informed of the plan to end the siege.  I
discussed it with Attorney General Reno.  I asked the questions I
thought it was appropriate for me to ask.  I then told her to do what
she thought was right, and I take full responsibility for the
implementation of the decision.

     Yesterday's action ended in a horrible human tragedy.
Mr. Koresh's response to the demands for his surrender by federal
agents was to destroy himself and murder the children who were his
captives, as well as all the other people who were there who did not
survive.  He killed those he controlled, and he bears ultimate
responsibility for the carnage that ensued.

     Now we must review the past with an eye towards the
future.  I have directed the United Stated Departments of Justice and
Treasury to undertake a vigorous and thorough investigation to
uncover what happened and why, and whether anything could have been
dne differently.  I have told the departments to involve independent
professional law enforcement officials in the investigation.  I
expect to receive analysis and answers in whatever time is required
to complete the review.  Finally, I have directed the departments to
cooperate fully with all congressional inquiries so that we can
continue to be fully accountable to the American people.

     I want to express my appreciation to the Attorney
General, to the Justice Department, and to the federal agents on the
front lines who did the best job they could under deeply difficult
circumstances.

     Again, I want to say as I did yesterday, I am very sorry
for the loss of life which occurred at the beginning and at the end
of this tragedy in Waco.  I hope very much that others who will be
tempted to join cults and to become involved with people like David
Koresh will be deterred by the horrible scenes they have seen over
the last seven weeks.  And I hope very much that the difficult
situations which federal agents confronted there and which they will
be doubtless required to confront in other contexts in the future
will be somewhat better handled and better understood because of what
has been learned now.

     Q  Mr. President, can you, first of all, tell us why,
after 51 days, you decided --

     Q  Mr. President, can you describe for us what it is
that Janet Reno outlined to you in your 15-minute phone conversation
with --

     THE PRESIDENT:  I can't hear you both.  If one will go
first and then the other.

     Q  Sorry.  Can you describe what Janet Reno --

     Q  Mr. President --

     THE PRESIDENT:  I'll answer both your questions, but I
can't do it at once.

     Q  Can you describe what she told you on Sunday about
the nature of the operation and how much detail you knew about it?

     THE PRESIDENT:  Yes.  I was told by the Attorney General
that the FBI strongly felt that the time had come to take another
step in trying to dislodge the people in the compound.  And she
described generally what the operation would be -- that they wanted
to go in and use tear gas which had been tested not to cause
permanent damage to adults or to children, but which would make it
very difficult for people to stay inside the building.  And it was
hoped that the tear gas would permit them to come outside.

     I was further told that under no circumstances would our
people fire any shots at them even if fired upon.  They were going to
shoot the tear gas from armored vehicles which would protect them and
there would be no exchange of fire.  In fact, as you know, an awful
lot of shots were fired by the cult members at the federal officials.
There were no shots coming back from the government side.

     I asked a number of questions.  The first question I
asked is, why now?  We have waited seven weeks; why now?  The reasons
I was given were the following:

     Number one, that there was a limit to how long the
federal authorities could maintain with their limited resources the
quality and intensity of coverage by experts there.  They might be
needed in other parts of the country.

     Number two, that the people who had reviewed this had
never seen a case quite like this one before, and they were convinced
that no progress had been made recently and no progress was going to
be made through the normal means of getting Koresh and the other cult
members to come out.

     Number three, that the danger of their doing something
to themselves or to others was likely to increase, not decrease, with
the passage of time.

     And number four, that they had reason to believe that
the children who were still inside the compound were being abused
significantly, as well as being forced to live in unsanitary and
unsafe conditions.

     So for those reasons, they wanted to move at that time.
The second question I asked the Attorney General is whether they had
given consideration to all of the things that could go wrong and
evaluated them against what might happen that was good.  She said
that the FBI personnel on the scene and those working with them were
convinced that the chances of bad things happening would only
increase with the passage of time.

     The third question I asked was, has the military been
consulted?  As soon as the initial tragedy came to light in Waco,
that's the first thing I asked to be done, because it was obvious
that this was not a typical law enforcement situation.  Military
people were then brought in, helped to analyze the situation and some
of the problems that were presented by it.   And so I asked if the
military had been consulted.  The Attorney General said that they
had, and that they were in basic agreement that there was only one
minor tactical difference of opinion between the FBI and the military
-- something that both sides thought was not of overwhelming
significance.

     Having asked those questions and gotten those answers, I
said that if she thought it was the right thing to do, that she
should proceed and that I would support it.  And I stand by that
today.

     Q  Mr. President --

     THE PRESIDENT:  Wait.  Go ahead.

     Q  Can you address the widespread perception --
reported widely, television, radio and newspapers -- that you were
trying somehow to distance yourself from this disaster?

     THE PRESIDENT:  No, I'm bewildered by it.  The only
reason I made no public statement yesterday -- let me say -- the only
reason I made no public statement yesterday is that I had nothing to
add to what was being said and I literally did not know until rather
late in the day whether anybody was still alive other than those who
had been actually seen and taken to the hospital or taken into
custody.  It was purely and simply a question of waiting for events
to unfold.

     There was -- I have -- I can't account for why people
speculated one way or the other, but I talked to the Attorney General
on the day before the action took place.  I talked to her yesterday.
I called her again late last night after she appeared on the Larry
King Show, and I talked to her again this morning.  A President -- it
is not possible for a President to distance himself from things that
happen when the federal government is in control.

     I will say this, however.  I was, frankly, surprised
would be a mild word, to say that anyone that would suggest that the
Attorney General should resign because some religious fanatics
murdered themselves.  (Applause.)

     I regret what happened, but it is not possible in this
life to control the behavior of others in every circumstance.  These
people killed four federal officials in the line of duty.  They were
heavily armed.  They fired on federal officials yesterday repeatedly,
and they were never fired back on.  We did everything we could to
avoid the loss of life.  They made the decision to immolate
themselves.  And I regret it terribly, and I feel awful about the
children.

     But in the end, the last comment I had from Janet Reno,
is when -- and I talked to her on Sunday -- I said, now, I want you
to tell me once more why you believe -- not why they believe -- why
you believe we should move now rather than wait some more.  And she
said, it's because of the children.  They have evidence that those
children are still being abused and that they're in increasingly
unsafe conditions, and that they don't think it will get any easier
with time -- with the passage of time.  I have to take their word for
that.  So that is where I think things stand.

     Q  Can we assume then that you don't think this was
mishandled in view of the outcome, that you didn't run out of
patience?  And if you had it to do over again, would you really
decide that way?

     THE PRESIDENT:  No -- well, I think what you can assume
is just exactly what I announced today.  This is a -- the FBI has
done a lot of things right for this country over a long period of
time.  This is the same FBI that found the people that bombed the
World Trade Center in lickety-split, record time.  We want an inquiry
to analyze the steps along the way.  Is there something else we
should have known?  Is there some other question they should have
asked?  Is there some other question I should have asked?  Can I say
for sure that no one -- that we could have done nothing else to make
the outcome come different?  I don't know that.  That's why I want
the inquiry and that's why I would like to make sure that we have
some independent law enforcement people, not political people, but
totally non-political, outside experts who can bring to bear the best
evidence we have.

     There is, unfortunately, a rise in this sort of
fanaticism all across the world.  And we may have to confront it
again.  And I want to know whether there is anything we can do,
particularly when there are children involved.  But I do think it is
important to recognize that the wrong-doers in this case were the
people who killed others and then killed themselves.

     Q  Mr. President, were there any other options
presented to you for resolving this situation at any point from
February 28th until yesterday?

     THE PRESIDENT:  Well, yes, I got regular reports all
along the way.  There were lots of other options pursued.  If you go
back -- you all covered it very well.  The FBI -- you did a very good
job of it.  I mean, the FBI and the other authorities there pursued
any number of other options all along the way, and a lot of them
early on seemed to be working.  Some of the children got out, some of
the other people left.  There was a -- at one point, there seemed to
be some lines of communication opening up between Koresh and the
authorities.  And then he would say things and not do them and things
just began to spin downward.

     Whether there were other -- in terms of what happened
yesterday, the conversation I had with the Attorney General did not
involve other options except whether we should take more time with
the present strategy we were pursuing -- because they said they
wanted to do this, because they thought this was the best way to get
people out of the compound quickly before they could kill themselves.
That's what they thought.

     Q  Did the government know that the children did not
have gas masks?

     Q     congressional hearings once the situation -- are
you in agreement with that?

     THE PRESIDENT:  That's up to the Congress.  They can do
whatever they want.  But I think it's very important that the
Treasury and Justice Departments launch this investigation and bring
in some outside experts.  And as I said in my statement, if any
congressional committees want to look into it, we will fully
cooperate.  There is nothing to hide here.  This was probably the
most well-covered operation of its kind in the history of the
country.",16,talk.politics.guns,32:20.2
6916,"Excerpts from netnews.talk.politics.guns: 18-Apr-93 2ND AMENDMENT DEAD -
GOOD ! by jrm@gnv.ifas.ufl.edu 

excerpted from a letter I wrote a while ago:

     Although less apparent to those who have not researched
the facts, personal protection is as legitimate a reason  as
sport for the private citizen to own a gun.  The most recent
research  is  that  of Dr. Gary Kleck of the  Florida  State
University  School of Criminology.1  He found that  handguns
are  more  often  used by victims to defeat  crime  than  by
criminals to commit it (645,000 vs. 580,000 respectively  in
this  study).  These figures are even more encouraging  when
you  consider the number of crimes that never occur  because
of  the  presence  of a gun in the hands  of  a  law-abiding
private  citizen.  In a National Institute of Justice  study
of  ten state prisons across the country they found that 39%
of  the  felons  surveyed had aborted  at  least  one  crime
because  they believed that the intended victim was  armed.,
and  57% agreed that ""most criminals are more worried  about
meeting an armed victim than they are about running into the
police.""2
     One  of the most heinous of crimes is that against  the
women  of  this country.  It has been my recent  observation
that  more  women  are purchasing handguns  for  defense  in
response  to  the  present danger of these  assaults.   This
should be taken as encouraging news if the events of Orlando
Florida  are any indicator.  In the late 1960's  the  female
populace was plagued with a series of brutal assaults;  just
the  publicity of the record number of women buying guns and
obtaining training resulted in an 88% decrease in  rape  for
that  area,  the  only city of its size in  the  country  to
experience a decrease of crime for that year.  Additionally,
a 1979 US Justice Department study of 32,000 attempted rapes
showed  that overall, when rape is attempted, the completion
rate  is 36%. But when a woman defends herself with  a  gun,
the completion rate drops to 3%.
 
1 G Kleck, Point Blank: Guns and Violence in America Aldine
de Gruyter, NY, 1991
2 JD Wright & PH Rossi Armed and Considered Dangerous:  A
Survey of Felons and Their Firearms, Aldine de Gruyter, NY,
1986
-------

__________________________________________________________________________
[unlike cats] dogs NEVER scratch you when you wash them. They just
become very sad and try to figure out what they did wrong. -Dave Barry",16,talk.politics.guns,32:20.2
